task_id,anchor_score,anchor_cost,anchor_memory,anchor_params,anchor_nodes,anchor_file_size,local_pass,local_total,source_label,source_risk,source_matches,known_match_summary,best_seen_score,best_seen_cost,best_seen_attempt,attempt_count,family_primary,family_tags,family_features,shape_profile,public_tail_tags,pseudo_hidden_status,pseudo_hidden_summary,known_prototypes,known_builders,known_reports,next_allowed_action,priority_score
task238,13.927566,64372,62905,1467,102,11927,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",13.927566,64372,afr1ste_5689_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,color_superset,color_same,reduce",in 14-15x15-16 -> out 5-6x5-6; pal 8->8,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,16
task239,13.525015,96277,95891,386,33,4143,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,biohack44_super,biohack44_6080",13.543888,94477,afr1ste_5689_score_n3,76,expand,expand,"train=4;test=1;out_larger,color_superset,expand",in 3-4x3-4 -> out 5-6x3-4; pal 5->6,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,17
task240,14.993189,22177,8442,13735,10,39452,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,nadeem_6252,14.993189,22177,candidate_v4_plus10_compiler2_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 19-19x19-19 -> out 19-19x19-19; pal 6->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,2
task241,25.000000,0,0,0,1,170,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;konbu17_v36;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",25.000000,0,afr1ste_5689_score_n3,76,covered_or_unclassified,covered_or_unclassified,covered_by_existing_dsl_or_missing_feature_report,in 3-6x3-6 -> out 3-6x3-6; pal 6->6,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task242,15.090580,20119,20074,45,14,1736,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",15.090580,20119,candidate_nadeem6252_plus_ours_38_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,reduce",in 16-16x16-16 -> out 3-3x3-3; pal 10->8,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,2
task243,13.401200,108967,108864,103,135,16583,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",13.874533,67878,blend_v360_score,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 13-16x13-16 -> out 13-16x13-16; pal 10->10,public_bottom15;public_big_gap,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,build_task243.py,,Run or extend pseudo-hidden audit before using the builder.,83
task244,14.633722,31770,31685,85,66,6790,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"nadeem_6252,octaviograu_6154,biohack44_super",14.633722,31770,candidate_nadeem6252_plus_ours_v3_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,color_subset,reduce",in 11-19x11-19 -> out 3-4x3-4; pal 6->6,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,4
task245,14.724535,29012,28916,96,37,2756,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v4,"nadeem_6252,octaviograu_6154,biohack44_super",14.724535,29012,candidate_nadeem6252_plus_ours_v3_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=4;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 7-9x7-10 -> out 7-9x7-10; pal 3->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,3
task246,15.497662,13391,12960,431,31,3824,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",15.497662,13391,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 10-15x14-16 -> out 10-15x14-16; pal 3->4,public_slowest;matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,11
task247,14.993279,22175,22142,33,25,2056,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_6067;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,massimiliano_eda111,octavi_6042,haoranran_6100,biohack44_6080",14.999794,22031,afr1ste_5689_score_n3,76,reduce,reduce,"train=6;test=1;out_smaller,color_subset,reduce",in 10-10x10-10 -> out 3-9x1-3; pal 9->7,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,2
task248,16.122200,7171,7132,39,23,2311,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,biohack44_super,biohack44_6080",16.208058,6581,afr1ste_5689_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=3;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-10x2-4 -> out 10-10x2-4; pal 2->2,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task249,15.895131,8999,8676,323,19,1912,3,3,afr1ste_5689,untested-public,afr1ste_5689,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,biohack44_6080",15.895131,8999,afr1ste_5689_score_n3,76,tiling,tiling,"train=3;test=1;tile,out_larger,color_subset,color_superset,color_same",in 3-4x3-4 -> out 3-4x6-8; pal 7->7,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task250,15.595657,12141,12072,69,129,7749,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,15.595657,12141,candidate_nadeem6252_plus_ours_38_score_n3,76,symmetry/flip/rotate,symmetry/flip/rotate,"train=2;test=1;shape_preserving,color_subset,color_superset,color_same,symmetry_candidate",in 10-10x10-10 -> out 10-10x10-10; pal 3->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task251,13.481291,100580,100560,20,53,5106,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,13.481291,100580,candidate_nadeem6252_plus_ours_38_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 8-12x8-12 -> out 8-12x8-12; pal 2->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,8
task252,14.453028,38062,37800,262,38,3201,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,14.453028,38062,candidate_nadeem6252_plus_ours_38_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 3-8x3-8 -> out 3-8x3-8; pal 4->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,4
task253,14.215455,48269,47830,439,17,3510,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",14.215455,48269,afr1ste_5689_score_n3,76,reduce,reduce,"train=2;test=1;out_smaller,color_subset,color_superset,color_same,reduce",in 13-13x13-13 -> out 4-4x4-4; pal 6->6,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,15
task254,16.018318,7956,7798,158,49,4960,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111,"current_best_6122,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",16.018318,7956,afr1ste_5689_score_n3,76,color_fill,color_fill,"train=2;test=1;shape_preserving,color_fill",in 9-9x9-9 -> out 9-9x9-9; pal 2->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task255,10.718956,1592864,1437216,155648,153,304897,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"nadeem_6252,octaviograu_6154,biohack44_super",13.105875,146404,afr1ste_6284_score_n1,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 30-30x30-30 -> out 30-30x30-30; pal 4->5,public_bottom15;public_big_gap;cost_monster_top30;low_score_bottom30,stress_mixed,passed=2226 failed=2364 skipped=2303 total=6893 reports=3 counted=2,prototype_task255.py;prototype_task255_v2.py,,task255_semantic_v2.md;task255_v2_pseudo_hidden.csv;task255_v2_pseudo_hidden.json;task255_v2_pseudo_hidden_summary.csv;task255_v2_rectangles.csv;task255_v2_split_examples.csv;task255_v2_split_summary.csv;task255_v2_summary.json,Retire brittle variants; rebuild semantic rectangle/gutter rule and demand clean pseudo-hidden before ONNX.,147
task256,15.041882,21123,20050,1073,40,4780,3,3,nadeem_6252,public-anchor-candidate,candidate_v2;nadeem_6252,nadeem_6252,15.041882,21123,candidate_nadeem6252_plus_ours_38_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 7-8x7-9 -> out 7-8x7-9; pal 2->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,2
task257,18.018065,1077,1024,53,20,1369,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",18.018065,1077,afr1ste_5689_score_n3,76,reduce,reduce,"train=6;test=1;out_smaller,color_subset,reduce",in 9-9x9-9 -> out 4-4x4-4; pal 6->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task258,19.924826,160,0,160,1,880,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,afr1ste_5689",19.924826,160,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 5-10x5-10 -> out 5-10x5-10; pal 2->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,0
task259,16.169018,6843,6793,50,30,3882,3,3,nadeem_6252,public-anchor-candidate,biohack44_super;candidate_v2;nadeem_6252;octaviograu_6154,"nadeem_6252,octaviograu_6154,biohack44_super",16.169018,6843,biohack44_super_score_n3,76,reduce,reduce,"train=3;test=1;out_smaller,reduce",in 5-7x6-7 -> out 2-3x2-3; pal 5->5,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task260,15.568598,12474,12332,142,28,2263,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",15.568598,12474,afr1ste_5689_score_n3,76,color_remap,color_remap,"train=3;test=1;shape_preserving,color_subset,color_remap",in 10-10x10-10 -> out 10-10x10-10; pal 5->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task261,19.701683,200,0,200,1,995,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",19.701683,200,afr1ste_5689_score_n3,76,color_fill,color_fill,"train=3;test=1;shape_preserving,color_fill",in 3-5x3-5 -> out 3-5x3-5; pal 2->2,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task262,16.765170,3770,3744,26,8,903,3,3,candidate_v4,lb-verified-v4-anchor,candidate_v2;candidate_v4;nadeem_6252,"nadeem_6252,candidate_v4",16.765170,3770,candidate_nadeem6252_plus_ours_38_score_n3,76,color_fill,color_fill,"train=4;test=1;shape_preserving,color_disjoint,color_fill",in 3-3x3-3 -> out 3-3x3-3; pal 2->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task263,16.005828,8056,8004,52,159,7427,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111,"current_best_6122,candidate_v4,biohack44_6113,massimiliano_eda111,biohack44_6080",16.006076,8054,afr1ste_5689_score_n3,76,reduce,reduce,"train=4;test=1;out_smaller,color_subset,reduce",in 3-12x3-15 -> out 3-3x3-3; pal 8->4,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task264,13.155213,139356,138584,772,115,9904,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"current_best_6122,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",13.716035,79536,candidate_nadeem6252_plus_ours_38_score_n3,76,reduce,reduce,"train=2;test=1;out_smaller,color_subset,reduce",in 14-16x14-14 -> out 9-9x9-9; pal 10->9,cost_monster_top30;low_score_bottom30,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,"Open semantic-factory pass: inspect examples, write prototype, then stress-test.",49
task265,14.408076,39812,39681,131,32,3110,3,3,candidate_v4,lb-verified-v4-anchor,biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,biohack44_super,biohack44_6080",14.424538,39162,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 18-18x18-18 -> out 18-18x18-18; pal 2->3,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,14
task266,18.186555,910,0,910,1,3825,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6067;biohack44_6080;biohack44_6113;biohack44_super;candidate_v2;candidate_v4;current_best_6122;haoranran_6100;massimiliano_eda111;nadeem_6252;octavi_6042;octaviograu_6154,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080",18.186555,910,afr1ste_5689_score_n3,76,color_fill,color_fill,"train=4;test=1;shape_preserving,color_fill",in 3-3x5-5 -> out 3-3x5-5; pal 2->5,matches_cherrypick_unsafe_public,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Require semantic proof and pseudo-hidden audit; no raw public-source swap.,10
task267,17.904107,1207,1160,47,11,1202,3,3,v4_plus10_compiler2_unique,lb-verified-current-anchor,,"current_best_6122,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",17.904107,1207,candidate_v4_plus10_compiler2_score_n3,76,color_remap,color_remap,"train=2;test=1;shape_preserving,color_subset,color_remap",in 7-7x7-7 -> out 7-7x7-7; pal 5->3,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
task268,14.983764,22387,22288,99,180,13356,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",14.983764,22387,afr1ste_5689_score_n3,76,other,other,"train=3;test=1;shape_preserving,color_superset",in 6-9x6-9 -> out 6-9x6-9; pal 4->5,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Defer; revisit through family-level compiler rewrites or new public evidence.,2
task269,15.940250,8602,8506,96,31,2336,3,3,candidate_v4,lb-verified-v4-anchor,afr1ste_5689;biohack44_6080;biohack44_6113;candidate_v2;candidate_v4;current_best_6122;massimiliano_eda111;nadeem_6252,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080",15.940250,8602,afr1ste_5689_score_n3,76,tiling,tiling,"train=3;test=1;tile,out_larger,color_subset,color_superset,color_same",in 3-3x3-3 -> out 6-15x6-15; pal 8->8,,not_run,passed=0 failed=0 skipped=0 total=0 reports=0 counted=0,,,,Route to family DSL/compiler search; record any exact rule.,0
